ID,Ordinal by runoff (prefer pre-dam),LATITUDE,LONGITUDE,RiverName,Country,Ocean,"Area, 10^3 km^2","Area, km^2",Length,Max_Elev,Elev_cat,Climate_T,Climate_R,Climate_S,Climate_Cd,Q_preferPredam (km^3/yr),Q_preferPredam (m^3/s),Q,PreDam_Q,Runoff,Runoff_preferPredam,TSS,PD_TSS,SedYield,SedConc,TDS,PD_TDS,DisYield,DisConc,"Arid Q (m^3/s), prefer predam","Subarid Q (m^3/s), prefer predam","Humid Q (m^3/s), prefer predam","Wet Q (m^3/s), prefer predam",VARIABLES FOR AREA PREDCITION and other metrics,COEFFICIENTS,Predicted  area using M&S2007,Error using M&S2007,,Predicted using this method,Error using this method,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,544,60.46000000,26.91000000,Kymijoki,Finland,Gulf of Finland,37.00,37000.00,600,<100,Lowland,SAr,H,S,SAr-H-S,12,380.2651752,12.00,,324.32,324.32,0.05,,0.00,4.17,0.43,,0.0116216216, 35.83 ,,,380.2651752,,,,42784.0224802615,1.1563249319,,27849.8151985218,0.7526977081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,545,-20.43351000,44.12609000,Morondava,Madagascar,Indian,4.60,4600.00,160,1100,Mountain,Tr,H,S,Tr-H-S,1.5,47.5331469,1.50,,326.09,326.09,6.7,,1.46,4466.67,,,,,,,47.5331469,,,,3179.9414963727,0.6912916296,,3364.7644078183,0.7314705234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,546,40.48300000,22.66700000,Aliakmon,Greece,Mediterranean,9.50,9500.00,310,2200,Mountain,Te,SA,W,Te-SA-W,3.1,98.23517026,3.10,,326.32,326.32,4.4,,0.46,1419.35,1.2,,0.1263157895, 387.10 ,,,98.23517026,,,,7879.6544665395,0.8294373123,,7036.942602991,0.7407308003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,547,66.72831000,32.79080000,Kovda,Russia,White Sea,26.00,26000.00,230,110,Lowland,Ar,H,S,Ar-H-S,8.5,269.3544991,8.50,,326.92,326.92,,,,,,,,,,,269.3544991,,,,27802.1712034641,1.0693142771,,19615.9510406473,0.7544596554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,548,54.99099000,-85.41640000,Winisk,Canada,Hudson Bay,67.00,67000.00,475,670,Upland,SAr,H,S,SAr-H-S,22,697.1528212,22.00,,328.36,328.36,,,,,,,,,,,697.1528212,,,,91271.125757562,1.3622556083,,51566.9316827194,0.7696556968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,549,51.76529000,-2.37908000,Severn,England,Irish Sea,10.00,10000.00,350,750,Upland,Te,H,W,Te-H-W,3.3,104.57292318,3.30,,330.00,330.00,0.44,,0.04,133.33,8.7,,0.87," 2,636.36 ",,,104.57292318,,,,8520.1547149762,0.8520154715,,7498.6064177162,0.7498606418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,550,8.65854000,-76.73468000,Mulatos,Colombia,Caribbean,1.00,1000.00,110,>500,Upland,Tr,H,S,Tr-H-S,0.33,10.457292318,0.33,,330.00,330.00,0.21,,0.21,636.36,,,,,,,10.457292318,,,,479.1235093247,0.4791235093,,722.1328600391,0.72213286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,551,66.96443000,41.29805000,Ponoy,Russia,White Sea,16.00,16000.00,430,<500,Lowland,Ar,H,S,Ar-H-S,5.3,167.95045238,5.30,,331.25,331.25,,,,,,,,,,,167.95045238,,,,15404.581109385,0.9627863193,,12136.9472474649,0.758559203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,552,35.59385000,-5.98817000,Mharhar,Morroco,Atlantic,0.18,180.00,20,>500,Upland,STr,H,W,STr-H-W,0.06,1.901325876,0.06,,333.33,333.33,0.21,,1.17,3500.00,,,,,,,1.901325876,,,,56.8845228029,0.3160251267,,127.684896603,0.7093605367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,553,36.73561000,3.11201000,El Harrach,Algeria,Mediterranean,0.39,390.00,60,>1000,Mountain,STr,H,W,STr-H-W,0.13,4.119539398,0.13,,333.33,333.33,0.63,,1.62,4846.15,,,,,,,4.119539398,,,,149.5320359917,0.3834154769,,280.1730441442,0.7183924209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,554,54.18139000,15.55700000,Parsenta,Poland,Baltic Sea,3.00,3000.00,90,>100,Lowland,SAr,H,S,SAr-H-S,1,31.6887646,1.00,,333.33,333.33,0.012,,0.00,12.00,,,,,,,31.6887646,,,,1915.6010049897,0.6385336683,,2228.3424905907,0.7427808302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,555,63.50138000,19.78016000,Ore,Sweden,Gulf of Bothnia,3.00,3000.00,220,>500,Upland,SAr,H,S,SAr-H-S,1,31.6887646,1.00,,333.33,333.33,0.03,,0.01,30.00,,,,,,,31.6887646,,,,1915.6010049897,0.6385336683,,2228.3424905907,0.7427808302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,556,36.61018000,35.49375000,Ceyhan,Turkey,Mediterranean,21.00,21000.00,380,2800,Mountain,Te,H,Sp,Te-H-Sp,7,221.8213522,7.00,,333.33,333.33,4.8,5.5,0.23,685.71,2,,0.0952380952, 285.71 ,,,221.8213522,,,,21811.1018739662,1.0386238988,,16103.0708025633,0.7668128954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,557,67.00900000,-162.49300000,Noatak,USA,Chukchi Sea,33.00,33000.00,640,2600,Mountain,Ar,H,S,Ar-H-S,11,348.5764106,11.00,,333.33,333.33,,,,,,,,,,,348.5764106,,,,38374.7812328524,1.1628721586,,25492.6747784873,0.7725052963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,558,65.78700000,24.54300000,Kemijoki,Finland,Gulf of Bothnia,51.00,51000.00,550,300,Lowland,SAr,H,S,SAr-H-S,17,538.7089982,17.00,,333.33,333.33,0.07,,0.00,4.12,0.5,,0.0098039216, 29.41 ,,,538.7089982,,,,66125.0796153666,1.2965701885,,39679.4144197939,0.7780277337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,559,30.38300000,-81.38300000,St. John's,USA,Atlantic,8.70,8700.00,460,<100,Coastal Plain,STr,H,S,STr-H-S,2.9,91.89741734,2.90,,333.33,333.33,0.27,,0.03,93.10,1.5,,0.1724137931, 517.24 ,,,91.89741734,,,,7249.4081812418,0.8332653082,,6575.7662481468,0.7558352009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,560,36.79598000,22.70668800,Evrotas,Greece,Mediterranean,2.40,2400.00,90,>2000,Mountain,Te,H,W,Te-H-W,0.8,25.35101168,0.80,,333.33,333.33,,,,,,,,,,,25.35101168,,,,1449.3308613336,0.6038878589,,1776.1766084713,0.7400735869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,561,53.72447000,-6.24843000,Boyne,Ireland,Irish Sea,3.30,3300.00,110,140,Lowland,Te,H,W,Te-H-W,1.1,34.85764106,1.10,,333.33,333.33,0.011,,0.00,10.00,,,,,,,34.85764106,,,,2157.9725332372,0.6539310707,,2455.0025861263,0.7439401776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,562,53.34343000,-6.20497000,Liffey,Ireland,Irish Sea,1.40,1400.00,120,300,Lowland,Te,H,W,Te-H-W,0.47,14.893719362,0.47,,335.71,335.71,0.004,,0.00,8.51,,,,,,,14.893719362,,,,745.4652072462,0.532475148,,1034.4611587388,0.7389008277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,563,51.98900000,4.08700000,Rhine,Netherlands,North Sea,220.00,220000.00,1400,1500,Mountain,Te,H,C,Te-H-C,74,2344.9685804,74.00,,336.36,336.36,0.07,,0.00,0.95,60,,0.2727272727, 810.81 ,,,2344.9685804,,,,415761.916627085,1.8898268938,,176929.701188375,0.8042259145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,564,-15.84600000,-38.86200000,Jequitinhonha,Brazil,Atlantic,68.00,68000.00,800,1000,Mountain,Tr,H,S,Tr-H-S,23,728.8415858,23.00,,338.24,338.24,5,,0.07,217.39,,,,,,,728.8415858,,,,96486.1219518266,1.4189135581,,53950.1113161428,0.7933839899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,565,62.32888000,17.40185000,Ljungan,Sweden,Gulf of Bothnia,13.00,13000.00,360,>500,Upland,SAr,H,S,SAr-H-S,4.4,139.43056424,4.40,,338.46,338.46,0.01,,0.00,2.27,,,,,,,139.43056424,,,,12207.3360949307,0.9390258535,,10045.3188147879,0.7727168319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,566,-21.31700000,43.51700000,Mangoky,Madagascar,Indian,59.00,59000.00,560,2000,Mountain,Tr,H,S,Tr-H-S,20,633.775292,20.00,,338.98,338.98,10,,0.17,500.00,,,,,,,633.775292,,,,81020.0581957566,1.3732213254,,46805.973088324,0.7933215778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,567,30.38300000,-88.60000000,Pascagoula,USA,Gulf of Mexico,25.00,25000.00,140,200,Lowland,STr,H,Sp,STr-H-Sp,8.5,269.3544991,8.50,,340.00,340.00,1.4,,0.06,164.71,0.44,,0.0176, 51.76 ,,,269.3544991,,,,27802.1712034641,1.1120868481,,19615.9510406473,0.7846380416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,568,57.76900000,11.76000000,Göta alv,Sweden,North Sea,50.00,50000.00,720,1700,Mountain,SAr,H,S,SAr-H-S,17,538.7089982,17.00,,340.00,340.00,0.13,,0.00,7.65,,,,,,,538.7089982,,,,66125.0796153666,1.3225015923,,39679.4144197939,0.7935882884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,569,64.68818000,174.44028000,Anadyr,Russia,Bering Sea,200.00,200000.00,1100,680,Upland,Ar,H,S,Ar-H-S,68,2154.8359928,68.00,,340.00,340.00,3.6,,0.02,52.94,1.9,,0.0095, 27.94 ,,,2154.8359928,,,,374059.937620208,1.8702996881,,162359.245763508,0.8117962288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,570,-6.03415000,12.37825000,Congo,"Congo, Democratic Republic",Atlantic,3800.00,3800000.00,4700,1100,Mountain,Tr,H,S,Tr-H-S,1300,41195.39398,1300.00,,342.11,342.11,43,,0.01,33.08,56,,0.0147368421, 43.08 ,,,41195.39398,,,,14953203.5991727,3.9350535787,,3257467.97793931,0.8572284152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,571,62.45453000,165.63601000,Penzhina,Russia,Sea of Okhotsk,73.00,73000.00,710,>2000,Mountain,Ar,H,S,Ar-H-S,25,792.219115,25.00,,342.47,342.47,1,,0.01,40.00,0.83,,0.011369863, 33.20 ,,,792.219115,,,,107085.351623094,1.466922625,,58721.4909534959,0.8044039857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,572,22.26917000,72.91783000,Mahi,India,Arabian Sea,35.00,35000.00,580,500,Upland,Tr,H,S,Tr-H-S,12,380.2651752,4.60,12.00,131.43,342.86,9.7,,0.28,2108.70,2.8,,0.08, 608.70 ,,,380.2651752,,,,42784.0224802615,1.2224006423,,27849.8151985218,0.7957090057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,573,31.36563000,-81.51720000,Altamaha,USA,Atlantic,35.00,35000.00,220,370,Lowland,Te,H,Sp,Te-H-Sp,12,380.2651752,12.00,,342.86,342.86,1,2.5,0.03,83.33,0.9,,0.0257142857, 75.00 ,,,380.2651752,,,,42784.0224802615,1.2224006423,,27849.8151985218,0.7957090057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,574,65.62900000,25.02600000,Simojoki,Finland,Gulf of Bothnia,3.20,3200.00,180,>100,Lowland,SAr,H,S,SAr-H-S,1.1,34.85764106,1.10,,343.75,343.75,0.007,,0.00,6.36,,,,,,,34.85764106,,,,2157.9725332372,0.6743664166,,2455.0025861263,0.7671883082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,575,61.58000000,21.58800000,Kokemänjoki,Finland,Gulf of Bothnia,27.00,27000.00,350,<100,Coastal Plain,SAr,H,S,SAr-H-S,9.3,294.70551078,9.30,,344.44,344.44,0.06,,0.00,6.45,,,,,,,294.70551078,,,,31110.6254233729,1.1522453861,,21493.7708261847,0.7960655862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,576,39.43913000,-75.52947000,Delaware,USA,Atlantic,29.00,29000.00,700,570,Upland,Te,H,Sp,Te-H-Sp,10,316.887646,10.00,,344.83,344.83,1,,0.03,100.00,0.94,,0.0324137931, 94.00 ,,,316.887646,,,,34064.7382502295,1.1746461466,,23139.0430009069,0.7978980345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,577,16.51203000,-98.71817000,Omotepec,Mexico,Pacific,13.00,13000.00,180,3300,High Mountain,Tr,H,S,Tr-H-S,4.5,142.5994407,4.50,,346.15,346.15,,,,,,,,,,,142.5994407,,,,12555.1150982562,0.9657780845,,10277.4001645275,0.7905692434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,578,65.86320000,44.18060000,Mezen,Russia,White Sea,78.00,78000.00,970,480,Lowland,Ar,H,S,Ar-H-S,27,855.5966442,27.00,,346.15,346.15,0.9,,0.01,33.33,3.5,,0.0448717949, 129.63 ,,,855.5966442,,,,117898.902247956,1.5115243878,,63499.1274136486,0.8140913771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,579,23.08300000,-106.28300000,Presido,Mexico,Pacific,5.20,5200.00,175,2900,Mountain,Tr,H,S,Tr-H-S,1.8,57.03977628,1.80,,346.15,346.15,,,,,,,,,,,57.03977628,,,,3993.8862135778,0.7680550411,,4049.7814425874,0.7788041236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,580,52.67664000,-8.86092000,Shannon,Ireland,Atlantic,23.00,23000.00,320,570,Upland,Te,H,W,Te-H-W,8,253.5101168,8.00,,347.83,347.83,0.64,,0.03,80.00,,,,,,,253.5101168,,,,25773.1522904353,1.1205718387,,18443.7657560114,0.801902859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,581,5.26789000,-3.73377000,Mé,Ivory Coast,Gulf of Guinea,4.30,4300.00,140,,,Tr,H,S,Tr-H-S,1.5,47.5331469,1.50,,348.84,348.84,,,,,,,,,,,47.5331469,,,,3179.9414963727,0.7395212782,,3364.7644078183,0.7825033507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,582,-45.45340000,-72.86030000,Aisen,Chile,Pacific,4.00,4000.00,110,,,Te,H,C,Te-H-C,1.4,44.36427044,1.40,,350.00,350.00,,,,,,,,,,,44.36427044,,,,2917.1925838136,0.729298146,,3136.9033376686,0.7842258344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,583,53.22075000,-82.20920000,Ekwan,Canada,James Bay,10.00,10000.00,480,<200,Coastal Plain,SAr,H,S,SAr-H-S,3.5,110.9106761,3.50,,350.00,350.00,,,,,,,,,,,110.9106761,,,,9170.4386892759,0.9170438689,,7960.7285814577,0.7960728581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,584,-1.10060000,-46.12940000,Gurupi,Brazil,Atlantic,40.00,40000.00,480,>200,Lowland,Tr,H,S,Tr-H-S,14,443.6427044,14.00,,350.00,350.00,9.7,,0.24,692.86,,,,,,,443.6427044,,,,51875.8350691395,1.2968958767,,32573.5121627379,0.8143378041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,585,70.05900000,23.15900000,Altavassdraget,Norway,Arctic,7.40,7400.00,190,>500,Upland,SAr,H,S,SAr-H-S,2.6,82.39078796,2.60,,351.35,351.35,,,,,,,,,,,82.39078796,,,,6324.4351128565,0.8546533936,,5884.9894123819,0.7952688395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,586,22.01760400,-80.42491400,Damuji,Cuba,Atlantic,0.85,850.00,56,,,Tr,H,S,Tr-H-S,0.3,9.50662938,0.30,,352.94,352.94,,,,,,,,,,,9.50662938,,,,425.3110092183,0.5003658932,,655.4613608029,0.7711310127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,587,35.67544000,140.73786000,Tone,Japan,Pacific,17.00,17000.00,320,2500,Mountain,Te,H,S,Te-H-S,6,190.1325876,6.00,,352.94,352.94,3,,0.18,500.00,0.88,,0.0517647059, 146.67 ,,,190.1325876,,,,17988.4655668931,1.0581450333,,13767.8597180294,0.8098741011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,588,39.70352000,16.52685000,Crati,Italy,Gulf of Tronto,2.40,2400.00,,1000,Mountain,Te,H,W,Te-H-W,0.85,26.93544991,0.85,,354.17,354.17,1.2,,0.50,1411.76,,,,,,,26.93544991,,,,1563.4309797725,0.6514295749,,1889.0607185227,0.7871086327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,589,43.92031000,12.91673000,Foglia,Italy,Mediterranean,0.70,700.00,80,1500,Mountain,Te,H,W,Te-H-W,0.25,7.92219115,0.25,,357.14,357.14,1.4,,2.00,5600.00,,,,,,,7.92219115,,,,338.633615169,0.4837623074,,544.5906374939,0.777986625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,590,65.30900000,25.30300000,Iijoki,Finland,Gulf of Bothnia,14.00,14000.00,250,>200,Lowland,SAr,H,S,SAr-H-S,5,158.443823,5.00,,357.14,357.14,0.014,,0.00,2.80,,,,,,,158.443823,,,,14322.4581405871,1.0230327243,,11439.0381327502,0.8170741523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,591,46.26428000,-123.99329000,Columbia,USA,Pacific,670.00,670000.00,2000,4400,High Mountain,Te,H,W,Te-H-W,240,7605.303504,240.00,,358.21,358.21,9.7,15,0.01,40.42,21,,0.0313432836, 87.50 ,,,7605.303504,,,,1809543.83620094,2.7008116958,,584980.857386626,0.8731057573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,592,56.54700000,12.92100000,Lagan,Sweden,North Sea,6.40,6400.00,270,>200,Lowland,SAr,H,S,SAr-H-S,2.3,72.88415858,2.30,,359.38,359.38,,,,,,,,,,,72.88415858,,,,5425.8133680868,0.8477833388,,5195.5184755544,0.8117997618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,593,64.93080000,21.25460000,Byske,Sweden,Gulf of Bothnia,3.60,3600.00,210,>200,Lowland,SAr,H,S,SAr-H-S,1.3,41.19539398,1.30,,361.11,361.11,,,,,,,,,,,41.19539398,,,,2659.0974074529,0.7386381687,,2909.3086648583,0.8081412958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,594,58.31102000,24.41132000,Pärnu,Estonia,Baltic Sea,6.90,6900.00,140,<100,Lowland,SAr,H,S,SAr-H-S,2.5,79.2219115,2.50,,362.32,362.32,,,,,,,,,,,79.2219115,,,,6021.8518540205,0.8727321528,,5655.0131912277,0.8195671292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,595,36.67484000,35.06407000,Seyhan,Turkey,Mediterranean,22.00,22000.00,510,3000,High Mountain,Te,H,W,Te-H-W,8,253.5101168,8.00,,363.64,363.64,5.2,,0.24,650.00,1.3,,0.0590909091, 162.50 ,,,253.5101168,,,,25773.1522904353,1.1715069223,,18443.7657560114,0.8383529889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,596,61.20500000,17.18600000,Ljusnan,Sweden,Gulf of Bothnia,20.00,20000.00,430,1600,Mountain,SAr,H,S,SAr-H-S,7.3,231.32798158,7.30,,365.00,365.00,,,,,,,,,,,231.32798158,,,,22985.7474856255,1.1492873743,,16804.7379103101,0.8402368955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,597,41.54015000,-124.06931000,Klamath/Trinity,USA,Pacific,41.00,41000.00,460,2900,Mountain,Te,H,Sp,Te-H-Sp,15,475.331469,15.00,,365.85,365.85,10,,0.24,666.67,1.6,,0.0390243902, 106.67 ,,,475.331469,,,,56548.2448812795,1.3792254849,,34939.6148254524,0.8521857275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,598,-22.92734000,150.73657000,Water Park Creek,Australia,Pacific,1.90,1900.00,30,700,Upland,STr,H,S,STr-H-S,0.7,22.18213522,0.70,,368.42,368.42,0.3,,0.16,428.57,,,,,,,22.18213522,,,,1226.5283931668,0.6455412596,,1550.7623585356,0.816190715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,599,65.20400000,25.28500000,Kiiminkijoki,Finland,Gulf of Bothnia,3.80,3800.00,180,>100,Lowland,SAr,H,S,SAr-H-S,1.4,44.36427044,1.40,,368.42,368.42,0.01,,0.00,7.14,,,,,,,44.36427044,,,,2917.1925838136,0.7676822589,,3136.9033376686,0.8255008783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,600,68.88578800,33.06373800,Kola,Russia,Barents Sea,38.00,38000.00,83,>200,Lowland,Ar,H,S,Ar-H-S,14,443.6427044,14.00,,368.42,368.42,,,,,0.03,,0.0007894737, 2.14 ,,,443.6427044,,,,51875.8350691395,1.3651535545,,32573.5121627379,0.8571976885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,601,70.53112000,28.35371000,Tana,Norway,Barents Sea,16.00,16000.00,320,530,Upland,SAr,H,S,SAr-H-S,5.9,186.96371114,5.90,,368.75,368.75,,,,,0.12,,0.0075, 20.34 ,,,186.96371114,,,,17614.4898940192,1.1009056184,,13534.672538459,0.8459170337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,602,-46.57808000,168.72907000,Mataura,New Zealand,Foveaux Strait,5.40,5400.00,190,>1000,Mountain,Te,H,C,Te-H-C,2,63.3775292,2.00,,370.37,370.37,0.69,,0.13,345.00,,,,,,,63.3775292,,,,4556.0926892801,0.8437208684,,4507.5217087444,0.8347262424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,603,35.14250000,-76.31500000,Pamlico,USA,Atlantic,12.00,12000.00,480,700,Upland,Te,H,Sp,Te-H-Sp,4.5,142.5994407,4.50,,375.00,375.00,0.21,,0.02,46.67,0.3,,0.025, 66.67 ,,,142.5994407,,,,12555.1150982562,1.0462595915,,10277.4001645275,0.8564500137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,604,44.91953000,-0.54522000,Garonne,France,Atlantic,56.00,56000.00,570,3400,High Mountain,Te,H,W,Te-H-W,21,665.4640566,21.00,,375.00,375.00,1.1,2.2,0.02,52.38,4.5,,0.0803571429, 214.29 ,,,665.4640566,,,,86115.0731105588,1.5377691627,,49185.5245886204,0.8783129391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,605,-34.15022000,-58.30214000,Uruguay,Argentina,Atlantic,370.00,370000.00,1500,>1000,Mountain,STr,H,S,STr-H-S,140,4436.427044,140.00,,378.38,378.38,10,,0.03,71.43,11,,0.0297297297, 78.57 ,,,4436.427044,,,,922497.293820258,2.4932359292,,338242.393979729,0.9141686324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,606,29.22731000,-83.06930000,Suwannee,USA,Gulf of Mexico,25.00,25000.00,400,140,Lowland,STr,H,Sp,STr-H-Sp,9.5,301.0432637,6.00,9.50,240.00,380.00,,,,,1.3,,0.052, 216.67 ,,,301.0432637,,,,31949.1687215013,1.2779667489,,21963.648246042,0.8785459298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,607,41.93596000,15.29432000,Fortore,Italy,Mediterranean,1.10,1100.00,,900,Upland,Te,H,W,Te-H-W,0.42,13.309281132,0.42,,381.82,381.82,1.5,,1.36,3571.43,,,,,,,13.309281132,,,,647.6892206019,0.5888083824,,922.7122576972,0.8388293252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,608,35.11632000,128.90229000,Nakdong,Korea,Tsushima Strait,24.00,24000.00,530,>500,Upland,Te,H,S,Te-H-S,9.2,291.53663432,9.20,,383.33,383.33,8.2,,0.34,891.30,,,,,,,291.53663432,,,,30693.0354082143,1.2788764753,,21258.8938968966,0.8857872457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,609,21.76157000,73.11787000,Narmada,India,Arabian Sea,99.00,99000.00,1300,1100,Mountain,Tr,SA,S,Tr-SA-S,38,1204.1730548,23.00,38.00,232.32,383.84,34,70,0.34,1478.26,13,,0.1313131313, 565.22 ,,,1204.1730548,,,,180731.790849974,1.8255736449,,89870.3122408854,0.9077809317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,610,66.66244000,34.34120000,Umba,Russia,White Sea,6.50,6500.00,120,150,Lowland,Ar,H,S,Ar-H-S,2.5,79.2219115,2.50,,384.62,384.62,,,,,,,,,,,79.2219115,,,,6021.8518540205,0.9264387468,,5655.0131912277,0.8700020294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,611,67.12300000,32.42300000,Niva,Russia,White Sea,13.00,13000.00,40,>100,Lowland,Ar,H,S,Ar-H-S,5,158.443823,5.00,,384.62,384.62,0.7,,0.05,140.00,,,,,,,158.443823,,,,14322.4581405871,1.1017275493,,11439.0381327502,0.8799260102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,612,40.10688000,-8.96329000,Mondego,Portugal,Atlantic,6.70,6700.00,220,>1000,Mountain,Te,H,W,Te-H-W,2.6,82.39078796,2.60,,388.06,388.06,,,,,,,,,,,82.39078796,,,,6324.4351128565,0.9439455392,,5884.9894123819,0.8783566287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
